Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VALTER DA SILVA COSTA VEREADOR,35036353,SP,Itaquaquecetuba,Urbana,A escola não está em área de localização diferenciada,Pública,"MARINGA, 368 RUA. VILA URSULINA. 08574-310 Itaquaquecetuba - SP.",(11) 46403533,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.50247317,-46.35185815
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BAIRRO DOS BARNABES,35036365,SP,Juquitiba,Urbana,A escola não está em área de localização diferenciada,Pública,"ANTONIO SOARES GODINHO, 413 RUA. BARNABES. 06950-000 Juquitiba - SP.",(11) 46841155,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.9864365,-47.1446777
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,REGINA HALEPIAN ANTUNES PROFESSORA,35036377,SP,Carapicuíba,Urbana,A escola não está em área de localização diferenciada,Pública,"PARAGUACU PAULISTA, 191 AVENIDA. JARDIM ANA ESTELA. 06364-550 Carapicuíba - SP.",(11) 41867834,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-23.5639803,-46.8425024
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JARDIM JACIRA,35036407,SP,Itapecerica da Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"MONTEIRO LOBATO, 11 RUA. JARDIM JACIRA. 06864-170 Itapecerica da Serra - SP.",(11) 46691678,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-23.7467096,-46.7969823
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,APARECIDA FERREIRA DOURADO DE CARVALHO PROFESSORA,35036419,SP,Embu das Artes,Urbana,A escola não está em área de localização diferenciada,Pública,"ANTONIO MORY, SN AVENIDA. JARDIM SANTA MARIA. 06806-000 Embu das Artes - SP.",(11) 47043745,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.636719,-46.8384267
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ADAIL MALMEGRIM GONCALVES PROFESSOR,35036432,SP,São Carlos,Rural,A escola não está em área de localização diferenciada,Pública,"BELA CINTRA, SN RUA. AGUA VERMELHA. 13578-000 São Carlos - SP.",(16) 33783132,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-21.8978684,-47.8974824
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GENESIO DE ALMEIDA MOURA DOUTOR,35036444,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOMINGOS AREVALO, 862 RUA. JARDIM DAMASCENO. 02879-070 São Paulo - SP.",(11) 39212183,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.44686,-46.69603
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MIGUEL OLIVA FEITOSA PROFESSOR,35036456,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"TARCON, 479 JARDIM ADELFIORE. JARDIM ADELFIORE. 05223-070 São Paulo - SP.",(11) 39170773,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4088571,-46.7417033
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HONORINO FABBRI DOUTOR,35036468,SP,Hortolândia,Urbana,A escola não está em área de localização diferenciada,Pública,"OSORIO CANDIDO DA SILVA, 179 RUA. JARDIM SUMAREZINHO. 13185-012 Hortolândia - SP.",(19) 38871680,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-22.89140227,-47.17967939
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,DARIO BRASIL DOUTOR,35036473,SP,Piracicaba,Urbana,A escola não está em área de localização diferenciada,Pública,"DONA AURORA, 416 RUA. PAULICEIA. 13424-150 Piracicaba - SP.",(19) 34345566,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-22.746681,-47.6465568
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,DIOGENES ALMEIDA MARINS PROFESSOR,35036651,SP,Sorocaba,Urbana,A escola não está em área de localização diferenciada,Pública,"RODOVIA RAPOSO TAVARES, 334 KM 109. PARQUE RESERVA FAZENDA IMPERIAL. 18052-775 Sorocaba - SP.",(15) 32213029,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.5140173,-47.5382194
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LEONARDO SOARES RODRIGUES,35036663,SP,Vargem Grande Paulista,Urbana,A escola não está em área de localização diferenciada,Pública,"EMBUIA, 234 RUA. JARDIM FLORESTA. 06730-390 Vargem Grande Paulista - SP.",(11) 26588312,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.6076133,-47.028132
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ARY BOUZAN PROFESSOR,35036675,SP,Cotia,Urbana,A escola não está em área de localização diferenciada,Pública,"DIREITA, 601 RUA. VILA SANTO ANTONIO. 06708-280 Cotia - SP.",(11) 46174306,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.5897283,-46.8463344
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HILDA PRATES GALLO PROFESSORA,35036687,SP,Guarulhos,Urbana,A escola não está em área de localização diferenciada,Pública,"BRIGADEIRO FARIA LIMA, 3064 AVENIDA. COCAIA. 07130-000 Guarulhos - SP.",(11) 24023188,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-23.4277954,-46.5218204
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HONORIO MONTEIRO DOUTOR,35036705,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MAGONDI, 80 TRAVESSA. VILA CALU. 04961-150 São Paulo - SP.",(11) 55170187,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-23.73592502,-46.78951049
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CARLOS DE MORAES ANDRADE PROF,35036729,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BELMIRA MARIN DONA, 2440 AVENIDA. PARQUE BRASIL. 04846-000 São Paulo - SP.",(11) 59285635,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-23.750673,-46.6891614
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CARLOS AYRES PROF,35036730,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BELMIRA MARIN DONA, 595 AVENIDA. PARQUE BRASIL. 04846-010 São Paulo - SP.",(11) 59282521,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atividade Complementar,-23.7359674,-46.69420542
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GIULIO DAVID LEONE PROF,35036742,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"RIBEIRA DO VOUGA, 91 RUA. JARDIM PRESIDENTE. 04830-180 São Paulo - SP.",(11) 59280014,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.7337966,-46.7020458
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MIGUEL KRUSE DOM,35036754,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SAO JOSE DO CAMPESTRE, 30 RUA. JARDIM DANFER. 03728-000 São Paulo - SP.",(11) 26210951,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.5026927,-46.50657
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FRANCISCO MESQUITA JORNALISTA,35036766,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"WENCESLAU GUIMARAES, 5 RUA. PARQUE CISPER. 03823-000 São Paulo - SP.",(11) 29430800,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.4889485,-46.492527
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PAULO SARASATE GOVERNADOR,35036812,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"INACIO PINTO LIMA, 199 GUAIANASES. CONJUNTO RESIDENCIAL PRESTES MAIA. 08490-020 São Paulo - SP.",(11) 25552305,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.56652037,-46.40724839
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GUILHERME DE ALMEIDA,35036821,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PARADA PINTO, 2355 AVENIDA. VILA NOVA CACHOEIRINHA. 02611-003 São Paulo - SP.",(11) 22334683,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.469409,-46.6491691
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANGELO GOSUEN PROF,35036870,SP,Franca,Urbana,A escola não está em área de localização diferenciada,Pública,"FORTALEZA, 1270 RUA. JARDIM BRASILANDIA. 14402-268 Franca - SP.",(16) 37252216,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-20.5266369,-47.3677179
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EDUARDO SOARES PROF,35036912,SP,Alambari,Urbana,A escola não está em área de localização diferenciada,Pública,"IDIARTE MACIEL, SN RUA. CENTRO. 18220-000 Alambari - SP.",(15) 32741157,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.5517191,-47.8953054
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MAYA ALICE EKMAN,35036936,SP,Peruíbe,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA TIRADENTES, 805 JARDIM BARRA DE JANGADAS. 11770-462 Peruíbe - SP.",(13) 34553001,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-24.3038667,-47.002865
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MANUEL BANDEIRA,35036959,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JULIO CESAR LEAL, 15 RUA. VILA PERUS. 05208-000 São Paulo - SP.",(11) 39170708,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4111119,-46.7567442
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MOZART TAVARES DE LIMA PROFESSOR,35036961,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MARCOS GONCALVES CORREA, 21 RUA. JARDIM VILA CARRAO. 08340-320 São Paulo - SP.",(11) 27540900,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.6173953,-46.4574034
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BRANCA CASTRO CANTO E MELO PROFESSORA,35036973,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"COSTA BARROS, 2521 RUA. SITIO PINHEIRINHO. 03210-001 São Paulo - SP.",(11) 22167658,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-23.6010617,-46.5434983
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GERALDO CAMPOS MOREIRA PROFESSOR DOUTOR,35037011,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MUTUIPE, 10 RUA. PARQUE CISPER. 03819-090 São Paulo - SP.",(11) 29437669,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.4974187,-46.4977728
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HECKEL TAVARES,35037023,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE ARTUR NOVA DOUTOR, 2737 AVENIDA. PARQUE PAULISTANO. 08090-000 São Paulo - SP.",(11) 25814523,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.4748273,-46.4247811
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ASTROGILDO ARRUDA PROF,35037035,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOMINGOS DO SACRAMENTO, 275 RUA. VILA CAROLINA. 08040-130 São Paulo - SP.",(11) 22973722,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,Atendimento Educacional Especializado,-23.5057853,-46.4457185
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOAQUIM EUGENIO LIMA NETO,35037072,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CHAPADA DIAMANTINA, 521 RUA. LAJEADO. 08450-150 São Paulo - SP.",(11) 25579569,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.5438932,-46.4021461
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ERNESTINA DEL BUONO TRAMA PROFESSORA,35037084,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"FELICIANO DE MENDONCA, 418 RUA. JARDIM SAO PAULO ZONA LESTE. 08460-365 São Paulo - SP.",(11) 25579399,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-23.5531223,-46.3989794
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COSME DE FARIA MAJOR,35037096,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ANIBAL THOMAZ GOMES, 87 RUA. JARDIM NOVA GUAIANAZES. 08431-191 São Paulo - SP.",(11) 25579441,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atividade Complementar,-23.5385885,-46.419072
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARTIN EGIDIO DAMY,35037102,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PAULO GARCIA AQUILINE, 406 RUA. BRASILANDIA. 02844-120 São Paulo - SP.",(11) 39213300,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atividade Complementar,-23.4700805,-46.6863137
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,TADAKIYO SAKAI,35037114,SP,Embu das Artes,Urbana,A escola não está em área de localização diferenciada,Pública,"HAMBURGO, 57 RUA. VILA OLINDA. 06810-310 Embu das Artes - SP.",(11) 47823837,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.64669,-46.8029
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GERTRUDES EDER,35037138,SP,Itapecerica da Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"SOLDADO, 2100 PM GILBERTO AUGUSTIN. JARDIM VALO VELHO. 06856-700 Itapecerica da Serra - SP.",(11) 46664686,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.6983593,-46.8018495
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GERALDO CORREIA DE CARVALHO DOUTOR,35037151,SP,Ribeirão Preto,Urbana,A escola não está em área de localização diferenciada,Pública,"ITAGUACU, 869 RUA. IPIRANGA. 14060-030 Ribeirão Preto - SP.",(16) 36222728,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-21.1510034,-47.8170078
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ETEC PADRE JOSE NUNES DIAS,35037163,SP,Monte Aprazível,Rural,A escola não está em área de localização diferenciada,Pública,"DO BACURI, SN RURAL. BACURI. 15150-000 Monte Aprazível - SP.",(17) 32751841,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-20.7668111,-49.7002393
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LUIZ MENEZES PROF,35037175,SP,Guaratinguetá,Urbana,A escola não está em área de localização diferenciada,Pública,"HENRIQUE RANGEL DE CASTRO, 280 RUA. VILA ANGELINA. 12520-140 Guaratinguetá - SP.",(12) 31323322,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-22.8012368,-45.1761268
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FRANCISCO PAIVA DE FIGUEIREDO PASTOR,35037217,SP,Guarujá,Urbana,A escola não está em área de localização diferenciada,Pública,"HELIO FERREIRA, 540 RUA. JARDIM BOA ESPERANCA VICENTE DE CARVALHO. 11471-000 Guarujá - SP.",(13) 33558439,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.9618374,-46.2792001
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOSEPHA DE SANT ANNA NEVES PROFESSORA,35037230,SP,São Sebastião,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE MACHADO ROSA, TOPOLANDIA. 11610-175 São Sebastião - SP.",(12) 38921509,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-23.8086903,-45.4127771
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SYLVIA DE MELLO PROFESSORA,35037242,SP,Praia Grande,Urbana,A escola não está em área de localização diferenciada,Pública,"DOS TRABALHADORES, 4279 AVENIDA. VILA ANTARTICA. 11724-190 Praia Grande - SP.",(13) 34812615,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-24.0088693,-46.4532421
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOSE CARLOS BRAGA DE SOUZA DOUTOR,35037254,SP,Itanhaém,Urbana,A escola não está em área de localização diferenciada,Pública,"OCTACILIO DANTAS, 1500 RUA. JARDIM SAVOY. 11740-000 Itanhaém - SP.",(13) 34224973,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-24.1659219,-46.7750005
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA DE LOURDES GUIMARAES PROFESSORA,35037266,SP,Santo André,Urbana,A escola não está em área de localização diferenciada,Pública,"ITUIUTABA, 60 RUA. JARDIM CRISTIANE. 09185-230 Santo André - SP.",(11) 44265387,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.6841552,-46.5262266
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SEBASTIAO VAYEGO DE CARVALHO PROFESSOR,35037278,SP,Rio Grande da Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"MAUA, 184 RUA. VILA CIDADE SICILIANO. 09450-000 Rio Grande da Serra - SP.",(11) 48201408,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.7448999,-46.3828467
