Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA DOLORES VERISSIMO MADUREIRA PROFESSORA,35035361,SP,São José dos Campos,Urbana,A escola não está em área de localização diferenciada,Pública,"SERRA DO RONCADOR, 310 RUA. JARDIM ANHEMBI. 12235-240 São José dos Campos - SP.",(12) 39314645,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,Atendimento Educacional Especializado,-23.22475327,-45.89984234
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOAQUIM ANDRADE MEIRELLES PROFESSOR,35035373,SP,São José dos Campos,Urbana,A escola não está em área de localização diferenciada,Pública,"MARANDUBA, SN RUA. JARDIM SATELITE. 12230-680 São José dos Campos - SP.",(12) 39330993,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-23.23279522,-45.88204251
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ELMANO FERREIRA VELOSO,35035385,SP,São José dos Campos,Urbana,A escola não está em área de localização diferenciada,Pública,"MONTE AZUL, 795 RUA. CHACARAS REUNIDAS. 12238-350 São José dos Campos - SP.",(12) 39314646,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-23.2525163,-45.9241655
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JUVENAL MACHADO DE ARAUJO PROFESSOR,35035397,SP,São José dos Campos,Urbana,A escola não está em área de localização diferenciada,Pública,"VICENTE CELESTINO, 150 RUA. VILA TESOURO. 12221-540 São José dos Campos - SP.",(12) 39296447,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-23.17031639,-45.84033338
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ALEXANDRE RODRIGUES NOGUEIRA,35035403,SP,Embu-Guaçu,Urbana,A escola não está em área de localização diferenciada,Pública,"ALEXANDRE RODRIGUES NOGUEIRA, 501 JARDIM EMILIA. 06900-360 Embu-Guaçu - SP.",(11) 46611002,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.8362763,-46.8132958
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO MARIA IMACULADA,35035415,SP,Itapecerica da Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"EST RESSACA, 1121 ESTRADA. RESSACA. 06887-300 Itapecerica da Serra - SP.",(11) 47042343,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-23.6853636,-46.8833817
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LUCIA AKEMI MIYA PROFA,35035427,SP,Itapecerica da Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"EST JOAO RODRIGUES DE MORAES, 100 ESTRADA. JD S PEDRO. 06863-240 Itapecerica da Serra - SP.",(11) 46662857,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.7195546,-46.7980828
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MANOEL DA CONCEICAO SANTOS PROFESSOR,35035439,SP,Carapicuíba,Urbana,A escola não está em área de localização diferenciada,Pública,"SAO PAULO APOSTOLO, 100 AVENIDA. CONJUNTO HABITACIONAL PRESIDENTE CASTELO BRANCO. 06326-040 Carapicuíba - SP.",(11) 41845707,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.5307123,-46.8275501
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,REPUBLICA DE CUBA,35035440,SP,Barueri,Urbana,A escola não está em área de localização diferenciada,Pública,"GOVERNADOR ADHEMAR PEREIRA DE BARROS, 117 RUA. JARDIM ITAQUITI. 06422-020 Barueri - SP.",(11) 26588071,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.5136422,-46.9009608
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CECILIA DA PALMA VALENTIM SARDINHA PROFESSORA,35035452,SP,Carapicuíba,Urbana,A escola não está em área de localização diferenciada,Pública,"GALIA, 249 RUA. CIDADE ARISTON ESTELA AZEVEDO. 06395-060 Carapicuíba - SP.",(11) 41815271,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-23.5290731,-46.8521918
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PEDRO CASEMIRO LEITE PROFESSOR,35035488,SP,Cotia,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE BARRETO PROFESSOR, 2011 AVENIDA. JARDIM DINORAH. 06703-000 Cotia - SP.",(11) 46168596,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-23.6012001,-46.9086326
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIO MANOEL DANTAS DE AQUINO PROFESSOR,35035506,SP,Ferraz de Vasconcelos,Urbana,A escola não está em área de localização diferenciada,Pública,"DAVID DE ROGATIS, 310 RUA. PARQUE DOURADO. 08527-140 Ferraz de Vasconcelos - SP.",(11) 46781264,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.5539644,-46.37905
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BATISTA RENZI,35035518,SP,Suzano,Urbana,A escola não está em área de localização diferenciada,Pública,"CONCORDIA, 44 RUA. VILA SAO FRANCISCO. 08675-421 Suzano - SP.",(11) 47471166,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-23.5498497,-46.3120059
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ELIAS ZUGAIB PROFESSOR,35035524,SP,Poá,Urbana,A escola não está em área de localização diferenciada,Pública,"JAPAO, 10 RUA. JARDIM OBELISCO. 08565-130 Poá - SP.",(11) 46382383,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.5408419,-46.3449603
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PAULO AMERICO PAGANUCCI PROFESSOR,35035531,SP,Ferraz de Vasconcelos,Urbana,A escola não está em área de localização diferenciada,Pública,"QUINZE DE NOVEMBRO, 2366 AVENIDA. JARDIM YONE. 08504-210 Ferraz de Vasconcelos - SP.",(11) 46782988,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.5579862,-46.3589062
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PAULO FERRARI MASSARO PROFESSOR,35035543,SP,Mogi das Cruzes,Urbana,A escola não está em área de localização diferenciada,Pública,"ALEXANDRE ANDREOTTI, 400 RUA. JUNDIAPEBA. 08750-570 Mogi das Cruzes - SP.",(11) 47271792,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.5486838,-46.2566504
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FRANCISCO ANTONIO MARTINS JUNIOR PROFESSOR,35035592,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ROCHA MEDRANO, SN RUA. JARDIM SAO BENTO NOVO. 05881-270 São Paulo - SP.",(11) 58721155,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-23.6818034,-46.7808778
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HUMBERTO ALFREDO PUCCA PROFESSOR,35035609,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MANDIRA, 120 RUA. JARDIM FRATERNIDADE. 05870-150 São Paulo - SP.",(11) 58709591,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.679711,-46.7732815
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RENATA GRAZIANO DE OLIVEIRA PRADO PROFESSORA,35035610,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ARNALDO DANIEL, 100 RUA. JARDIM GUARUJA. 05877-150 São Paulo - SP.",(11) 58722333,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.6954077,-46.7895455
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,OCTALLES MARCONDES FERREIRA,35035622,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DANCA DE ANITRA, 1 RUA. JARDIM VAZ DE LIMA. 05833-080 São Paulo - SP.",(11) 55140157,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.66757558,-46.759169
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PERILLIER MADEMOISELLE,35035661,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CAROLINA MICHAELIS, 138 RUA. JARDIM DAS IMBUIAS. 04829-170 São Paulo - SP.",(11) 59281087,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.72954667,-46.70824
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VILA SANTA MARIA,35035671,SP,Diadema,Urbana,A escola não está em área de localização diferenciada,Pública,"AFONSO MONTEIRO DA CRUZ, 1055 ANTIGO VILA SANTA MA. SERRARIA. 09980-550 Diadema - SP.",(11) 40446252,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.7054648,-46.6168126
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PAULO EMILIO SALLES GOMES,35035695,SP,Santo André,Urbana,A escola não está em área de localização diferenciada,Pública,"CIPRESTES, 860 RUA. JARDIM IRENE. 09170-530 Santo André - SP.",(11) 49719090,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-23.7087185,-46.5119124
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANTONIO GROTKOWSKY PASTOR E VEREADOR,35035701,SP,Guarulhos,Urbana,A escola não está em área de localização diferenciada,Pública,"BELEM, 259 ESTRADA. JARDIM NOVO PORTUGAL. 07160-550 Guarulhos - SP.",(11) 24670620,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.4140406,-46.4516038
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CYRO BARREIROS PROFESSOR,35035713,SP,Guarulhos,Urbana,A escola não está em área de localização diferenciada,Pública,"ARACATI, 4 AVENIDA. JARDIM LENIZE. 07151-600 Guarulhos - SP.",(11) 24671512,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.4046305,-46.453017
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA HILDA ORNELAS DE OLIVEIRA PROFESSORA,35035725,SP,Guarulhos,Urbana,A escola não está em área de localização diferenciada,Pública,"IVINHEMA, 274 RUA. JARDIM SANTO AFONSO. 07215-130 Guarulhos - SP.",(11) 24120845,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.4711878,-46.4386489
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOSE INOCENCIO MOREIRA CORONEL,35035737,SP,Bernardino de Campos,Urbana,A escola não está em área de localização diferenciada,Pública,"RUI BARBOSA, 184 BARRA FUNDA. 18967-018 Bernardino de Campos - SP.",(14) 33461238,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.00990185,-49.47638162
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AURELIANO MENDONCA PROFESSOR,35035828,SP,São José do Rio Preto,Urbana,A escola não está em área de localização diferenciada,Pública,"OTAVIO PINTO CESAR, 755 RUA. CIDADE NOVA. 15085-360 São José do Rio Preto - SP.",(17) 32278906,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-20.8350009,-49.3860278
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANTONIETA GRASSI MALATRASI PROFA,35035841,SP,Lençóis Paulista,Urbana,A escola não está em área de localização diferenciada,Pública,"GABRIEL DE OLIVEIRA ROCHA DOUTOR, 390 RUA. VILA MAMEDINA. 18681-030 Lençóis Paulista - SP.",(14) 32632080,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-22.5969109,-48.790416
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BENEDITA PINTO FERREIRA,35035853,SP,Caraguatatuba,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE PEDRO DE OLIVEIRA BARBOSA, 119 RUA. JARDIM CASA BRANCA. 11663-660 Caraguatatuba - SP.",(12) 38822290,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-23.6079346,-45.3798143
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA ESTER DAS NEVES DUTRA DAMASIO PROFESSORA,35035865,SP,Caraguatatuba,Urbana,A escola não está em área de localização diferenciada,Pública,"OLAVO BILAC, 350 RUA. MORRO DO ALGODAO. 11671-020 Caraguatatuba - SP.",(12) 38872571,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.6740758,-45.4464378
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LONGINO VASTBINDER PADRE,35035920,SP,Mogi Guaçu,Urbana,A escola não está em área de localização diferenciada,Pública,"ITATIBA, 585 RUA. JARDIM ITACOLOMI. 13843-191 Mogi Guaçu - SP.",(19) 38417349,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,Atendimento Educacional Especializado,-22.3843026,-46.9387784
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HILDEBRANDO SIQUEIRA PROFESSOR,35035932,SP,Campinas,Urbana,A escola não está em área de localização diferenciada,Pública,"SILVIO DI MARZIO, SN RUA. JARDIM EULINA. 13063-370 Campinas - SP.",(19) 32426299,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-22.88936,-47.1097482
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,NUCLEO HABITACIONAL JOSE PAULINO NOGUEIRA,35035956,SP,Paulínia,Urbana,A escola não está em área de localização diferenciada,Pública,"DOS TRABALHADORES, 400 AVENIDA. JARDIM MONTE ALEGRE I. 13142-464 Paulínia - SP.",(19) 38742918,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.7724951,-47.1708443
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EUCLIDES MIRANDA VEREADOR,35035981,SP,Sumaré,Urbana,A escola não está em área de localização diferenciada,Pública,"ERNESTO PEGGION, 27 RUA. VILA YOLANDA COSTA SILVA. 13172-190 Sumaré - SP.",(19) 38732464,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-22.8118646,-47.2793422
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,DEOLINDA COPELLI DE SOUZA LIMA PROFESSORA,35035993,SP,Jundiaí,Urbana,A escola não está em área de localização diferenciada,Pública,"JUSSARA, 140 RUA. VILA RUY BARBOSA. 13219-100 Jundiaí - SP.",(11) 45333538,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.1951092,-46.8596851
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOAO BATISTA CURADO PROFESSOR,35036006,SP,Jundiaí,Urbana,A escola não está em área de localização diferenciada,Pública,"DISTRITO FEDERAL, 15 RUA. JARDIM TARUMA. 13216-471 Jundiaí - SP.",(11) 45840997,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.17243,-46.87038
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GEORGINA HELENA FORTAREL PROFESSORA,35036031,SP,Campo Limpo Paulista,Urbana,A escola não está em área de localização diferenciada,Pública,"FLOR DE MAIO, 30 RUA. PARQUE INTERNACIONAL. 13232-524 Campo Limpo Paulista - SP.",(11) 40393595,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.2098006,-46.7527546
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VENERANDO NALINI MONSENHOR,35036043,SP,Jundiaí,Urbana,A escola não está em área de localização diferenciada,Pública,"ARCHANGELO BIANCHINI, 985 RUA. IVOTURUCAIA. 13218-780 Jundiaí - SP.",(11) 45843518,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.1814353,-46.8083803
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIO PEREIRA PINTO,35036080,SP,Campo Limpo Paulista,Urbana,A escola não está em área de localização diferenciada,Pública,"COLIBRI, SN RUA. JARDIM SANTA LUCIA. 13236-170 Campo Limpo Paulista - SP.",(11) 40391497,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.21316209,-46.79828207
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AGENOR DE CAMPOS,35036110,SP,Mongaguá,Urbana,A escola não está em área de localização diferenciada,Pública,"AYMORES, 0 AVENIDA. AGENOR DE CAMPPOS. 11730-000 Mongaguá - SP.",(13) 34481201,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-24.1259697,-46.6860615
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOAQUIM SIMAO,35036146,SP,Santa Isabel,Rural,A escola não está em área de localização diferenciada,Pública,"PREFEITO JOAQUIM SIMAO, 66 RUA. VARADOURO. 07500-000 Santa Isabel - SP.",(11) 46563010,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.2780597,-46.2360474
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIO NAKATA PROFESSOR,35036158,SP,Guarulhos,Urbana,A escola não está em área de localização diferenciada,Pública,"EURACHIO MAURICIO, 1271 RUA. PARQUE SAO MIGUEL. 07260-070 Guarulhos - SP.",(11) 24804419,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atividade Complementar,-23.4611506,-46.4096056
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA IGNES ARAUJO PAULA SANTOS PROFESSORA,35036161,SP,Piedade,Urbana,A escola não está em área de localização diferenciada,Pública,"LAURINDO VIEIRA CARDOSO, 380 AVENIDA. VILA MORAES. 18170-000 Piedade - SP.",(15) 32441355,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.765865,-47.4148376
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANA MESQUITA LAURINI,35036171,SP,Cabreúva,Urbana,A escola não está em área de localização diferenciada,Pública,"RENATO NIUDERAUER ZANCHI, SN BONFIM. 13319-001 Cabreúva - SP.",(11) 44093122,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.2818185,-47.0586185
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA HELENA SIKORSKI CERQUEIRA CESAR PROFESSORA,35036183,SP,Piedade,Rural,A escola não está em área de localização diferenciada,Pública,"JOSE DE CARVALHO, KM 108 ZONA RURAL. ROSEIRA. 18170-000 Piedade - SP.",(15) 32991105,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.757185,-47.472487
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,URUBUPUNGA,35036195,SP,Ilha Solteira,Urbana,A escola não está em área de localização diferenciada,Pública,"BRASIL SUL, 920 AVENIDA. ZONA SUL. 15388-112 Ilha Solteira - SP.",(18) 37422765,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-20.432531,-51.3498724
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VALENTINO REDIVO,35036201,SP,Ribeirão Pires,Urbana,A escola não está em área de localização diferenciada,Pública,"ANA LACIVITA AMARAL, 28 RUA. JARDIM VALENTINA. 09412-350 Ribeirão Pires - SP.",(11) 48238861,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.7322635,-46.4216068
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PERCIO PUCCINI PROFESSOR,35036213,SP,Santo André,Urbana,A escola não está em área de localização diferenciada,Pública,"EDUARDO PRADO, 300 AVENIDA. PARQUE ERASMO ASSUNCAO. 09271-180 Santo André - SP.",(11) 44793216,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-23.6426787,-46.5014602
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EULALIA SILVA PROFESSORA,35036274,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"AMARO ANTONIO DE ARAUJO, 337 RUA. JARDIM SANTA MARGARIDA. 04931-030 São Paulo - SP.",(11) 58925001,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-23.6797066,-46.7549791
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LAURO PEREIRA TRAVASSOS PROFESSOR DOUTOR,35036286,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"FREI FRANCISCO FERREIRA, 128 RUA. VILA MISSIONARIA. 04430-180 São Paulo - SP.",(11) 28684412,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.6885848,-46.6522112
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOAO SUSSUMU HIRATA DEPUTADO,35036298,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"COMENDADOR ANTUNES DOS SANTOS, 936 RUA. CAPAO REDONDO. 05861-260 São Paulo - SP.",(11) 55113353,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.67066198,-46.76469689
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,OSMARINA SEDEH PADILHA PROFESSORA,35036336,SP,Pirassununga,Urbana,A escola não está em área de localização diferenciada,Pública,"PERNAMBUCO, 3711 RUA. VILA BRASIL. 13632-375 Pirassununga - SP.",(19) 35611223,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-22.0131172,-47.4133846
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FRANCISCO FELICIANO FERREIRA DA SILVA PROF CHICO FERREIRA,35036341,SP,Jacareí,Urbana,A escola não está em área de localização diferenciada,Pública,"NOVE DE JULHO, 473 AVENIDA. JARDIM PEREIRA DO AMPARO. 12327-682 Jacareí - SP.",(12) 39514528,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-23.2991092,-45.9688664
